record_id,label_true,affiliation
7680,1651,"Cedric/CNAM Paris, France; e-mail: vodislav&commat;cnam.fr"
1416,1416,"Center for Adv. Compu. Studies, Univ. of Louisiana at Lafayette, Lafayette, LA"
8057,8057,"Center for Advanced Computer Studies, University of Illinois at Chicago, USA"
9428,9428,"Center for Comprehensive Informatics, Emory University, Atlanta, USA 30322"
883,7987,"Center for Research in Biological System, University of California, San Diego, CA"
2224,2224,"Centrum voor Wiskunde en Informatica, Amsterdam, the Netherlands"
7082,2224,"Centrum voor Wiskunde en Informatica, Kruislaan 413, 1098 SJ, Amsterdam, The Netherlands"
2408,2224,"Centrum voor Wiskunde en Informatica, SJ Amsterdam, The Netherlands"
6118,2224,"Centrum Wiskunde en Informatica, Amsterdam, Netherlands"
2095,2095,"CERIA Lab., Université Paris Dauphine, France"
8769,8769,"CERIAS and Department of Computer Science, Purdue University, West Lafayette, USA"
7156,7156,CERN
1027,1027,"CES Dept., UC Riverside"
9001,9001,Chinese Academy of Sciences
2583,9001,"Chinese Academy of Sciences, Beijing, China"
9641,9001,"Chinese Academy of Sciences, China"
3308,3308,Chinese University of Hong Kong
8992,8992,"Chinese university of Hong Kong, Hong Kong, China"
5280,3308,"Chinese University of Hong Kong, Hong Kong, Hong Kong"
3223,3308,"Chinese University of Hong Kong, New Territories, Hong Kong"
9136,3308,"Chinese University of Hong Kong, Sha Tin, New Territories, Hong Kong"
3905,3905,Chutney Technologies
8037,3905,"Chutney Technologies, Atlanta, GA"
6972,3905,"Chutney Technologies, Inc., Atlanta, GA"
7795,7795,"CIMIC and MSIS Department, Rutgers University, 180 University Avenue, Newark NJ 07102, USA e-mail: adam@adam.rutgers.edu; atluri@andromeda.rutgers.edu"
1348,1348,"CIS Department, Polytechnic University, Brooklyn, NY"
763,763,"CISE Department, University of Florida, Gainesville, FL"
4814,4814,City University of Hong Kong
75,4814,"City University of Hong Kong, Hong Kong"
7890,4814,"City University of Hong Kong, Hong Kong, China"
9292,4814,"City University of Hong Kong, Kowloon, Hong Kong"
9284,9284,"Clausthal University of Technology, Clausthal-Zellerfeld, Germany"
3862,3862,Clustra AS
3487,3862,"Clustra, Trondheim, Norway"
3406,9063,CMU
3561,1651,CNAM
3763,1651,CNAM Paris
2872,1651,"CNAM, France"
7938,7938,"College of Business Administration, University of Cincinnati"
691,691,"College of Computer and Information Science, Northeastern University, Boston, MA"
8176,691,"College of Computer and Information Science, Northeastern University, USA"
6634,6634,"College of Computing, Georgia Institute of Technology"
7960,7938,"College of Computing, Georgia Institute of Technology, 801 Atlantic Drive, GA, 30332-0280, Atlanta, USA"
8587,6634,"College of Computing, Georgia Institute of Technology, Atlanta, USA"
1211,1211,"College of Engineering, School of Computer Engineering, Nanyang Technological University, Singapore"
7880,7880,"College of Information Science and Technology, Drexel University, 3141 Chestnut Street, Philadelphia, PA 19104-2875, USA"
1161,7880,"College of Information Science and Technology, Drexel University, Philadelphia, Pennsylvania"
8545,7880,"College of Information Science and Technology, Drexel University, Philadelphia, USA 19104"
861,861,"College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA"
865,861,"College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA and Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA"
12,12,Columbia University
9237,12,"Columbia University, New York"
8004,12,"Columbia University, New York, New York"
479,12,"Columbia University, New York, NY"
6026,12,"Columbia University, New York, NY, USA"
2935,12,"Columbia University, NYC, NY"
968,8106,"Comp. Eng. Dept, Bilkent University, Ankara, Turkey"
1503,543,"Comp. Sci. Div, Dept EECS, UC Berkeley, Berkeley, CA"
6483,6483,"Compaq SRC, Palo Alto, CA"
7580,6483,Compaq Systems Research Center
3497,6483,"Compaq, Il, USA"
6752,6752,"Computer & Information Science Department, University of Pennsylvania, 200 South 33rd Street, Philadelphia, PA"
9267,763,"Computer and Information Science and Engineering Department, University of Florida, Gainesville, USA 32611"
8795,763,"Computer and Information Science and Engineering, University of Florida, Gainesville, USA 32611"
7881,7881,"Computer Engineering and Informatics, University of Patras, Greece"
1925,1925,"Computer Laboratory, University of Cambridge"
2075,1027,"Computer Science & Engineering Department, University of California, Riverside, Riverside, CA"
1126,7930,"Computer Science & Engineering, Indian Institute of Technology, Mumbai, India"
2176,2176,"Computer Science and Artificial Intelligence Lab., Massachusetts Institute of Technology"
1292,7930,"Computer Science and Engg. Dept., I.I.T., Bombay"
6477,7930,"Computer Science and Engg., Tndian Institiue of Technology, Mumbai 400076,INDIA"
7744,2341,"Computer Science and Engineering Department, Arizona State University, Tempe, AZ 85287-5406, USA; e-mail: candan@asu.edu"
8823,8823,"Computer Science and Engineering Department, State University of New York at Buffalo, Amherst, USA 14260"
7892,1027,"Computer Science and Engineering Department, University of California, Riverside, CA"
8868,2341,"Computer Science and Engineering, Arizona State University, Tempe, USA"
6519,9063,Computer Science Department Carnegie Mellon University
8338,8338,"Computer Science Department, Boston University, USA"
1824,9625,"Computer Science Department, Brown University"
943,9063,"Computer Science Department, Carnegie Mellon University, Pittsburgh"
1462,9063,"Computer Science Department, Carnegie Mellon University, Pittsburgh, PA"
8062,9063,"Computer Science Department, Carnegie Mellon University, USA"
1451,1451,"Computer Science Department, Center for Automation Research and Institute for Advanced Computer Studies, University of Maryland at College Park"
7805,1451,"Computer Science Department, Center for Automation Research, and Institute for Advanced Computer Studies, University of Maryland, College Park, Maryland 20742, USA; e-mail: hjs&commat;cs.umd.edu"
6957,12,"Computer Science Department, Columbia University"
7942,12,"Computer Science Department, Duke University, USA"
1810,1810,"Computer Science Department, Hong Kong Univ. of Science and Technology, Hong Kong"
8588,8057,"Computer Science Department, Illinois Institute of Technology, Chicago, USA"
842,842,"Computer Science Department, Indiana University, Bloomington"
6709,8338,"Computer Science Department, Stanford University"
7883,8338,"Computer Science Department, Stanford University, Stanford CA 94305, USA"
630,8338,"Computer Science Department, Stanford University, Stanford, CA"
7857,8338,"Computer Science Department, Stanford University, Stanford, CA 94305, USA; E-mail: hector@db.stanford.edu"
9300,8338,"Computer Science Department, Stanford University, Stanford, USA 94305"
7943,8338,"Computer Science Department, Stanford University, USA"
6866,6866,"Computer Science Department, TECHNION - Israel Institute of Technology, Technion City, Haifa 32000, Israel"
8766,6866,"Computer Science Department, Technion--Israel Institute of Technology, Haifa, Israel"
7815,7815,"Computer Science Department, Tel Aviv University, Ramat Aviv, Tel Aviv 69978, Israel; E-mail: {anate, milo}@math.tau.ac.il"
8125,8125,"Computer Science Department, University of Arizona, USA"
8514,543,"Computer Science Department, University of California at Santa Barbara, USA"
1964,543,"Computer Science Department, University of California, Berkeley, CA"
8888,8888,"Computer Science Department, University of California, Los Angeles, Los Angeles, USA 90095"
7715,1027,"Computer Science Department, University of California, Riverside, California 92521, USA; e-mail: tsotras@cs.ucr.edu"
8337,1027,"Computer Science Department, University of California, USA"
7856,7856,"Computer Science Department, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA; e-mail: kcchang@cs.uiuc.edu"
9260,8057,"Computer Science Department, University of Illinois, Chicago, USA 60607"
6924,1451,"Computer Science Department, University of Maryland, College Park, Maryland"
2043,1451,"Computer Science Department, University of Maryland, College Park, MD"
9489,1451,"Computer Science Department, University of Maryland, College Park, USA 20742"
6521,6521,"Computer Science Department, University of Sao Paulo at Sao Carlos - Brazil"
723,723,"Computer Science Department, University of Southern California, Los Angeles, CA"
8756,723,"Computer Science Department, University of Southern California, Los Angeles, USA 90089-0781"
8160,723,"Computer Science Department, University of Southern California, USA"
1314,1314,"Computer Science Department, University of Stuttgart, Stuttgart, Germany"
7872,7872,"Computer Science Department, University of Twente, P.O. Box 217, 7500 AE Enschede, The Netherlands; E-mail: {grefen,vonk,apers}@cs.utwente.nl"
8674,8674,"Computer Science Department, Virginia Tech, Blacksburg, USA 24060"
1673,8888,"Computer Science Dept, UCLA"
6754,12,"Computer Science Dept., Columbia University"
6863,8338,"Computer Science Dept., Stanford University, Stanford, CA"
705,705,"Computer Science Dept., SUNY at Binghamton"
1836,8888,"Computer Science Dept., UCLA, Los Angeles, CA"
703,8057,"Computer Science Dept., Univ. of Illinois at Chicago"
6825,7572,"Computer Science Division, National Technical University of Athens, 157 73 Athens, Greece"
7279,543,"Computer Science Division, UC Berkeley"
7466,543,"Computer Science Division, UC Berkeley, Berkeley, CA"
6583,6583,"Computer Science Program, School of EECS, University of Central Florida, Orlando, FL"
1858,7987,"Computer Science UC, San Diego, La Jolla, CA"
1812,1810,"Computer Science, Department Hong Kong Univ. of Science and Technology, Hong Kong"
851,6521,"Computer Sciences Department - ICMC/USP, São Carlos, SP, Brazil"
1546,8125,"Computer Sciences Department, University of Wisconsin - Madison, Madison, WI"
6570,8125,"Computer Sciences Department, University of Wisconsin-Madison"
8684,8125,"Computer Sciences Department, University of Wisconsin-Madison, Madison, USA 53706"
616,8125,"Computer Sciences Department, University of Wisconsin, Madison, WI"
6506,8125,"Computer Sciences Dept., University of Wisconsin"
1908,8769,"Computer Sciences, Purdue University"
3894,3894,"Computer Technology Institute, Patras, Greece"
6524,7881,"Computer Technology, Institute, P.O.Box 1122, GR-26110 Patras, Greece"
783,783,"Computing Science, University of Aberdeen, Aberdeen, UK"
4923,4923,"Cornell Theory Center, Ithaca, NY"
1105,4923,Cornell University
9139,4923,"Cornell University Ithaca, NY"
4445,4923,"Cornell University, Ithaca, New York"
2513,4923,"Cornell University, Ithaca, NY"
5905,4923,"Cornell University, Ithaca, NY, USA"
6386,4923,"Cornell University, Ithaca, USA"
9251,4923,"Cornell University, Ithaca, USA 14853"
1053,1053,"Courant Institute of Mathematical Sciences, Department of Computer Science, New York University"
6772,1053,"Courant Institute of Mathematical Sciences, New York University"
6654,1053,"Courant Institute of Mathematical Sciences, New York, University, New York, NY"
7557,1053,"Courant Institute, New York University"
8226,1053,"Courant Institute, New York, NY"
6680,1053,"Courant Institute, NY"
1026,8888,"CS Dept., UCLA"
789,7927,"CS Storage Systems Dept., IBM Almaden Research Center"
2131,2131,"CSE, University of New South Wales, Sydney, Australia"
8251,8251,"CSIRO ICT Center/E-Health Research Center, Australia"
366,8251,"CSIRO ICT Centre, North Ryde, NSW, Australia"
3603,7881,"CTI Patras, Greece"
6637,8125,"CTO, QUIQ, and Professor, UW-Madison"
3570,2224,CWI
466,2224,"CWI Amsterdam, The Netherlands"
5206,2224,"CWI, Amsterdam, Netherlands"
1002,2224,"CWI, Amsterdam, The Netherlands"
8614,2224,"CWI, Amsterdam, The Netherlands 1098 SJ"
7762,2224,"CWI, Kruislaan 413, 1098 SJ Amsterdam, The Netherlands; E-mail: {S.Manegold,M.L.Kersten}@cwi.nl"
1223,2224,"CWI, Kruislaan, GB Amsterdam, The Netherlands"
1221,2224,"CWI, Kruislaan, GB, Amsterdam, The Netherlands"
6605,6605,"CWI, P.O. Box 94079, 1090 GB Amsterdam & Microsoft Corporation, One Microsoft Way, Redmond, WA"
1885,2224,"CWI, SJ Amsterdam, The Netherlands"
1353,1353,"D.E.I.S. - Università della Calabria, Rende, Italy"
6664,6664,"D.I.A., Università di Roma Tre"
6667,6667,"D.I.F.A., Università della Basilicata"
7763,7763,"Data Distilleries B.V., Kruislaan 402, 1098 SM Amsterdam, The Netherlands; E-mail: P.Boncz@ddi.nl"
3571,7763,"Data Distilleries, The Netherlands"
6523,3893,"Data Eng.Lab, Dept.of Informatic, Aristotic University, of Thessaloniki, GR-54006 Greece"
6718,6718,"Data Management Department, IBM T. J. Watson Research Center, P. O. Box 704, Yorktown Heights, NY"
6574,6718,"Data Management, IBM T. J. Watson Research Center, P. O.Box, 704, Yorktown Heights, NY"
347,347,"Data Mining Technologies, Oracle"
979,979,"Database and Artificial Intelligence Group, Technische Universität, Wien, Vienna, Austria"
1640,1640,"Database Research Group, Swiss Federal Institute of Technology (ETH), Zurich, Switzerland"
9756,347,"Database Security Oracle Corp., Redwood City, CA"
7021,7021,"Database Systems Lab, Indian Institute of Science, Bangalore, India"
6476,3,"Database Systems Lab, SERC, Indian Institue of science, Bangalore 560012,INDIA, Lucent Bell Labs, 600 Mountain Avenue, Murray Hill, NJ"
1306,7021,"Database Systems Lab, SERC, Indian Institute of Science, Bangalore, India"
2142,7021,"Database Systems Lab, SERC/CSA, Indian Institute of Science, Bangalore, India"
1127,7021,"Database Systems Lab., SERC, Indian Institute of Science, Bangalore, India"
7827,763,"Database Systems R& D Center, University of Florida, Gainesville, FL 32611––6125, USA; E-mail: su@cise.ufl.edu"
1284,1284,"Databases and Distributed Systems Group, Department of Computer Science, Darmstadt University of Technology - Darmstadt, Germany"
8748,8748,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada"
597,8748,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
4258,4258,"DEI, Politecnico di Milano, Italy"
1625,1353,Deis UNICAL
7657,8865,"DEIS---CSITE--CNR, University of Bologna, Bologna, Italy"
9244,1353,"DEIS, Università della Calabria, Rende (CS), Italy"
9366,1027,"Department of Anthropology, UCR, Riverside, USA"
758,1027,"Department of Anthropology, University of California - Riverside, Riverside, CA"
8237,842,"Department of Biology, Indiana University, USA"
8694,8694,"Department of COFM, National University of Singapore, Singapore, Singapore"
8136,6752,"Department of Computer and Information Science, Moore School Building, University of Pennsylvania, USA"
1480,1480,"Department of Computer and Information Science, The University of Michigan - Dearborn, Dearborn, MI"
8019,1480,"Department of Computer and Information Science, The University of Michigan - Dearborn, MI 48128, Dearborn, USA"
8677,1480,"Department of Computer and Information Science, University of Michigan, Dearborn, USA 48128"
1550,763,"Department of Computer and Information Sciences and Engineering, University of Florida, Gainesville, FL"
8586,763,"Department of Computer and Information Sciences and Engineering, University of Florida, Gainsville, USA"
8831,6752,"Department of Computer and Information Sciences, University of Pennsylvania, Philadelphia, USA 19104"
8381,8381,"Department of Computer Engineering & Maths, Rovira i Virgili University of Tarragona, Catalonia"
7935,4814,"Department of Computer Engineering and Information Technology, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong, China"
7993,8106,"Department of Computer Engineering, Bilkent University, 06800, Bilkent, Ankara, Turkey"
2188,8106,"Department of Computer Engineering, Bilkent University, Ankara, Turkey"
8544,8544,"Department of Computer Engineering, Kyungpook National University, Daegu, South Korea 702-701"
8155,8155,"Department of Computer Engineering, Middle East Technical University, Turkey"
2091,2091,"Department of Computer Science & Department of Electrical and Computer Engineering, University of Toronto"
8165,1451,"Department of Computer Science & Electrical Engineering, University of Maryland, USA"
755,1027,"Department of Computer Science & Engineering, University of California - Riverside, Riverside, CA"
8170,8170,"Department of Computer Science & Engineering, University of California Riverside, USA"
1017,7987,"Department of Computer Science & Engineering, University of California, San Diego"
8542,8542,"Department of Computer Science and Advanced Information Technology Research Center (AITrc), Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea 305-701"
1158,8542,"Department of Computer Science and Advanced Information Technology Research Center (AITrc), Korea Advanced Institute of Science and Technology (KAIST), Taejon, Korea"
998,7021,"Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India"
8144,8144,"Department of Computer Science and Automation, Technical University of Ilmenau, Germany"
8511,8511,"Department of Computer Science and Computer Engineering, La Trobe University, Australia"
2093,2091,"Department of Computer Science and Department of Electrical and Computer Engineering, University of Toronto"
1753,1027,"Department of Computer Science and Engineering University of California, Riverside, CA"
7992,2341,"Department of Computer Science and Engineering, Arizona State University, AZ 85287-5406, Tempe, USA"
1656,2341,"Department of Computer Science and Engineering, Arizona State University,Tempe, AZ"
8150,1027,"Department of Computer Science and Engineering, Bourns College of Engineering, University of California, Riverside, USA"
7721,8170,"Department of Computer Science and Engineering, Box 352350, University of Washington, Seattle, WA 98195-2350, USA; e-mail: {zives,alon,weld}@cs.washington.edu"
8687,8992,"Department of Computer Science and Engineering, Chinese University of Hong Kong, Hong Kong, China"
8804,3308,"Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong"
540,3308,"Department of Computer Science and Engineering, Chinese University of Hong Kong, Sha Tin, New Territories, Hong Kong"
8173,8173,"Department of Computer Science and Engineering, Helsinki University of Technology, Finland"
1276,7930,"Department of Computer Science and Engineering, Indian Institute of Technology Bombay, Mumbai, India"
6909,7930,"Department of Computer Science and Engineering, Indian Institute of Technology Bombay, Mumbai, India 400076"
1479,1479,"Department of Computer Science and Engineering, Michigan State University, East Lansing, MI"
1431,8823,"Department of Computer Science and Engineering, State University of New York at Buffalo, Buffalo, NY"
7747,3308,"Department of Computer Science and Engineering, The Chinese University of Hong Kong, Hong Kong; e-mail: adafu@cse.cuhk.edu.hk"
8612,1810,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Kowloon, Hong Kong"
9385,1810,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Kowloon, Hong Kong, China"
8355,2341,"Department of Computer Science and Engineering, The Ohio State University, USA"
859,861,"Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA"
7665,861,"Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA 16802, USA; e-mail: &lcub;gurumurt,anand,vijay,kandemir,mji&rcub;&commat;cse.psu.edu"
9362,1027,"Department of Computer Science and Engineering, UCR, Riverside, USA"
1682,7987,"Department of Computer Science and Engineering, University of California San Diego"
8129,8170,"Department of Computer Science and Engineering, University of California, USA"
9487,9487,"Department of Computer Science and Engineering, University of Minnesota-Twin Cities, Minneapolis, USA 55455"
725,9487,"Department of Computer Science and Engineering, University of Minnesota, Minneapolis, MN"
8799,9487,"Department of Computer Science and Engineering, University of Minnesota, Minneapolis, USA 55455"
960,9487,"Department of Computer Science and Engineering, University of Minnesota, Minnesota, MN"
8377,9487,"Department of Computer Science and Engineering, University of Minnesota, USA"
9467,8170,"Department of Computer Science and Engineering, University of Washington, Seattle, USA"
6847,8170,"Department of Computer Science and Engineering, University of Washington, Seattle, WA"
7867,8170,"Department of Computer Science and Engineering, University of Washington, Seattle, WA, 98195; E-mail: alon@cs.washington.edu"
8135,8170,"Department of Computer Science and Engineering, University of Washington, USA"
7948,8170,"Department of Computer Science and Engineering, University of Washington, WA 98195, Seattle, USA"
9505,9505,"Department of Computer Science and Engineering, Wright State University, Dayton, USA"
6969,6969,"Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan, ROC"
1527,8992,"Department of Computer Science and Information Systems, University of Hong Kong, Hong Kong"
9351,9351,"Department of Computer Science and Software Engineering, ARC Centre for Perceptive and Intelligent Machines in Complex Environments, The University of Melbourne, Melbourne, Australia"
1726,1726,"Department of Computer Science Northeastern University, Liaoning, China"
6569,1451,"Department of Computer Science University of Maryland, College Park, Also with the Institute for Advanced Computer Studies, University Maryland"
6568,1451,"Department of Computer Science University of Maryland, College Park, Also with the Institute for Systems Research, University of Maryland"
7786,7569,"Department of Computer Science, Aalborg University 9220 Aalborg Øst, Denmark; E-mail: {simas,csj}@cs.auc.dk"
1595,7569,"Department of Computer Science, Aalborg University, Aalborg Ø, Denmark"
9360,7569,"Department of Computer Science, Aalborg University, Aalborg, Denmark"
1476,7569,"Department of Computer Science, Aalborg University, Denmark"
7980,7569,"Department of Computer Science, Aalborg University, Fredrik Bajers Vej 7E, 9220, Aalborg Øst, Denmark"
8171,1027,"Department of Computer Science, Boston University, Boston, MA 02215, USA"
8151,8151,"Department of Computer Science, Boston University, USA"
1539,1009,"Department of Computer Science, Brandeis University"
7916,1009,"Department of Computer Science, Brandeis University, MA 02254, Waltham, USA"
